"zodis","total","singular","singular.num","plural","plural.num"
"paracelsus",51,"",0,"",0
"paul",51,"",0,"",0
"pretty",51,"",0,"",0
"red",51,"",0,"",0
"senses",51,"",0,"",0
"servant",51,"",0,"",0
"short",51,"",0,"",0
"table",51,"table",27,"tables",24
"ask",50,"",0,"",0
"burning",50,"burning",48,"burnings",2
"china",50,"",0,"",0
"choice",50,"",0,"",0
"commended",50,"",0,"",0
"contemn",50,"",0,"",0
"cupid",50,"",0,"",0
"danger",50,"",0,"",0
"diverse",50,"",0,"",0
"dum",50,"",0,"",0
"easily",50,"",0,"",0
"enough",50,"",0,"",0
"error",50,"",0,"",0
"fuit",50,"",0,"",0
"grave",50,"",0,"",0
"lies",50,"",0,"",0
"names",50,"",0,"",0
"necessity",50,"",0,"",0
"presence",50,"",0,"",0
"province",50,"province",20,"provinces",30
"queen",50,"queen",43,"queens",7
"quibus",50,"",0,"",0
"rage",50,"",0,"",0
"sooner",50,"",0,"",0
"substance",50,"substance",49,"substances",1
"suppose",50,"",0,"",0
"tale",50,"",0,"",0
"talk",50,"",0,"",0
"terms",50,"",0,"",0
"terrible",50,"",0,"",0
"tu",50,"",0,"",0
"understanding",50,"",0,"",0
"white",50,"",0,"",0
"africa",49,"",0,"",0
"ambition",49,"",0,"",0
"approved",49,"",0,"",0
"carry",49,"",0,"",0
"chief",49,"",0,"",0
"concludes",49,"",0,"",0
"desperate",49,"",0,"",0
"enemy",49,"",0,"",0
"fast",49,"",0,"",0
"flesh",49,"",0,"",0
"gentleman",49,"",0,"",0
"germany",49,"",0,"",0
"ignorance",49,"",0,"",0
"ipse",49,"",0,"",0
"lady",49,"",0,"",0
"maids",49,"",0,"",0
"perceive",49,"",0,"",0
"pray",49,"",0,"",0
"prescribes",49,"",0,"",0
"alii",48,"alii",23,"aliis",25
"counterfeit",48,"",0,"",0
"disgrace",48,"",0,"",0
"glass",48,"",0,"",0
"half",48,"",0,"",0
"italian",48,"italian",29,"italians",19
"kill",48,"",0,"",0
"knowledge",48,"",0,"",0
"meet",48,"",0,"",0
"methinks",48,"",0,"",0
"number",48,"",0,"",0
"patience",48,"",0,"",0
"proud",48,"",0,"",0
"quiet",48,"",0,"",0
"seem",48,"",0,"",0
"spain",48,"",0,"",0
"ten",48,"",0,"",0
"account",47,"",0,"",0
"approve",47,"",0,"",0
"baths",47,"",0,"",0
"causa",47,"",0,"",0
"command",47,"",0,"",0
"commend",47,"",0,"",0
"court",47,"",0,"",0
"daily",47,"",0,"",0
"discreet",47,"",0,"",0
"dwell",47,"",0,"",0
"express",47,"",0,"",0
"farther",47,"",0,"",0
"foolish",47,"",0,"",0
"high",47,"",0,"",0
"instant",47,"",0,"",0
"knew",47,"",0,"",0
"male",47,"",0,"",0
"meditation",47,"",0,"",0
"multa",47,"",0,"",0
"overmuch",47,"",0,"",0
"prove",47,"",0,"",0
"speeches",47,"",0,"",0
"sum",47,"",0,"",0
"built",46,"",0,"",0
"choler",46,"",0,"",0
"continually",46,"",0,"",0
"fashion",46,"fashion",35,"fashions",11
"feet",46,"",0,"",0
"fits",46,"",0,"",0
"following",46,"",0,"",0
"habent",46,"",0,"",0
"hill",46,"hill",20,"hills",26
"husbands",46,"",0,"",0
"lawyer",46,"lawyer",27,"lawyers",19
"mercury",46,"",0,"",0
"mirth",46,"",0,"",0
"nose",46,"",0,"",0
"notice",46,"",0,"",0
"office",46,"",0,"",0
"olim",46,"",0,"",0
"order",46,"",0,"",0
"pass",46,"",0,"",0
"reasons",46,"",0,"",0
"riot",46,"",0,"",0
"scholar",46,"",0,"",0
"solomon",46,"",0,"",0
"sword",46,"sword",38,"swords",8
"tales",46,"",0,"",0
"vita",46,"",0,"",0
"voice",46,"voice",32,"voices",14
"whence",46,"",0,"",0
"wilt",46,"",0,"",0
"witness",46,"",0,"",0
"youth",46,"",0,"",0
"admired",45,"",0,"",0
"adviseth",45,"",0,"",0
"angry",45,"",0,"",0
"anima",45,"",0,"",0
"answer",45,"",0,"",0
"appear",45,"",0,"",0
"belly",45,"",0,"",0
"corpus",45,"",0,"",0
"dancing",45,"",0,"",0
"dark",45,"",0,"",0
"erit",45,"",0,"",0
"extreme",45,"",0,"",0
"formerly",45,"",0,"",0
"gentle",45,"",0,"",0
"got",45,"",0,"",0
"hardly",45,"",0,"",0
"jam",45,"",0,"",0
"jason",45,"",0,"",0
"kiss",45,"",0,"",0
"nought",45,"",0,"",0
"occasions",45,"",0,"",0
"oil",45,"oil",34,"oils",11
"res",45,"",0,"",0
"resist",45,"",0,"",0
"something",45,"",0,"",0
"torture",45,"",0,"",0
"village",45,"village",27,"villages",18
"waking",45,"waking",44,"wakings",1
"ways",45,"",0,"",0
"weak",45,"",0,"",0
"winter",45,"",0,"",0
"began",44,"",0,"",0
"birth",44,"",0,"",0
"compelled",44,"",0,"",0
"conditions",44,"",0,"",0
"covetous",44,"",0,"",0
"degree",44,"degree",20,"degrees",24
"families",44,"",0,"",0
"forthwith",44,"",0,"",0
"furious",44,"",0,"",0
"instantly",44,"",0,"",0
"malice",44,"",0,"",0
"ours",44,"",0,"",0
"pity",44,"",0,"",0
"post",44,"",0,"",0
"precious",44,"",0,"",0
"preferred",44,"",0,"",0
"purge",44,"",0,"",0
"scorn",44,"",0,"",0
"seed",44,"seed",31,"seeds",13
"sint",44,"",0,"",0
"skin",44,"skin",36,"skins",8
"state",44,"",0,"",0
"studies",44,"",0,"",0
"writ",44,"",0,"",0
"add",43,"",0,"",0
"admit",43,"admit",39,"admits",4
"amiss",43,"",0,"",0
"choose",43,"",0,"",0
"composed",43,"",0,"",0
"dejected",43,"",0,"",0
"divines",43,"",0,"",0
"expel",43,"",0,"",0
"hatred",43,"",0,"",0
"indian",43,"indian",25,"indians",18
"inhabitant",43,"inhabitant",2,"inhabitants",41
"insomuch",43,"",0,"",0
"justly",43,"",0,"",0
"misaffected",43,"",0,"",0
"nay",43,"",0,"",0
"perform",43,"",0,"",0
"planets",43,"",0,"",0
"prov",43,"",0,"",0
"quem",43,"",0,"",0
"satisfy",43,"",0,"",0
"secure",43,"",0,"",0
"sets",43,"",0,"",0
"student",43,"student",20,"students",23
"sub",43,"",0,"",0
"sufficiently",43,"",0,"",0
"thick",43,"",0,"",0
"thomas",43,"",0,"",0
"torment",43,"",0,"",0
"vapour",43,"vapour",8,"vapours",35
"cato",42,"",0,"",0
"contrary",42,"",0,"",0
"cor",42,"",0,"",0
"ejus",42,"",0,"",0
"europe",42,"",0,"",0
"ficinus",42,"",0,"",0
"fortunate",42,"",0,"",0
"fourth",42,"",0,"",0
"friar",42,"friar",18,"friars",24
"glory",42,"",0,"",0
"gross",42,"",0,"",0
"job",42,"",0,"",0
"labours",42,"",0,"",0
"leo",42,"",0,"",0
"monster",42,"monster",24,"monsters",18
"phantasy",42,"",0,"",0
"point",42,"",0,"",0
"proceeds",42,"",0,"",0
"punishment",42,"punishment",32,"punishments",10
"relate",42,"",0,"",0
"sorts",42,"",0,"",0
"symptom",42,"",0,"",0
"troublesome",42,"",0,"",0
"vices",42,"",0,"",0
"weary",42,"",0,"",0
"yield",42,"",0,"",0
"afraid",41,"",0,"",0
"ague",41,"ague",24,"agues",17
"anguish",41,"",0,"",0
"apply",41,"",0,"",0
"censured",41,"",0,"",0
"citizen",41,"citizen",16,"citizens",25
"colour",41,"",0,"",0
"contain",41,"",0,"",0
"custom",41,"",0,"",0
"describes",41,"",0,"",0
"erasmus",41,"",0,"",0
"feed",41,"",0,"",0
"fernelius",41,"",0,"",0
"follows",41,"",0,"",0
"freed",41,"",0,"",0
"jews",41,"",0,"",0
"lead",41,"",0,"",0
"licet",41,"",0,"",0
"middle",41,"",0,"",0
"move",41,"",0,"",0
"ride",41,"",0,"",0
"secret",41,"",0,"",0
"seeing",41,"",0,"",0
"silver",41,"",0,"",0
"singing",41,"",0,"",0
"sua",41,"",0,"",0
"suitor",41,"suitor",21,"suitors",20
"wish",41,"",0,"",0
"ancient",40,"",0,"",0
"approves",40,"",0,"",0
"artificial",40,"",0,"",0
"brave",40,"",0,"",0
"christian",40,"",0,"",0
"confesseth",40,"",0,"",0
"consult",40,"",0,"",0
"deo",40,"",0,"",0
"dost",40,"",0,"",0
"facit",40,"",0,"",0
"faith",40,"",0,"",0
"feral",40,"",0,"",0
"gift",40,"gift",8,"gifts",32
"hour",40,"",0,"",0
"inde",40,"",0,"",0
"mention",40,"",0,"",0
"mentis",40,"",0,"",0
"moderate",40,"",0,"",0
"nation",40,"nation",24,"nations",16
"news",40,"",0,"",0
"nil",40,"",0,"",0
"offer",40,"",0,"",0
"rose",40,"",0,"",0
"round",40,"",0,"",0
"saepe",40,"",0,"",0
"satisfied",40,"",0,"",0
"saturn",40,"",0,"",0
"seldom",40,"",0,"",0
"simul",40,"",0,"",0
"street",40,"street",17,"streets",23
"tenet",40,"tenet",24,"tenets",16
"virtuous",40,"",0,"",0
"vitae",40,"",0,"",0
"weep",40,"",0,"",0
"arms",39,"",0,"",0
"ass",39,"",0,"",0
"begin",39,"",0,"",0
"cyprian",39,"",0,"",0
"deformed",39,"",0,"",0
"desires",39,"",0,"",0
"enamoured",39,"",0,"",0
"examine",39,"",0,"",0
"frequently",39,"",0,"",0
"honesty",39,"",0,"",0
"ipsi",39,"ipsi",23,"ipsis",16
"jesuit",39,"",0,"",0
"killed",39,"",0,"",0
"lovely",39,"",0,"",0
"neglect",39,"",0,"",0
"philosophy",39,"",0,"",0
"practice",39,"practice",37,"practices",2
"sees",39,"",0,"",0
"tom",39,"",0,"",0
"treatise",39,"treatise",21,"treatises",18
"verse",39,"verse",22,"verses",17
"vi",39,"",0,"",0
"voluntarily",39,"",0,"",0
"worst",39,"",0,"",0
"yea",39,"",0,"",0
"admire",38,"",0,"",0
"already",38,"",0,"",0
"amore",38,"",0,"",0
"athens",38,"",0,"",0
"beast",38,"",0,"",0
"brings",38,"",0,"",0
"fight",38,"",0,"",0
"followers",38,"",0,"",0
"forget",38,"forget",34,"forgets",4
"hildesheim",38,"",0,"",0
"lipsius",38,"",0,"",0
"ll",38,"",0,"",0
"maintained",38,"",0,"",0
"meantime",38,"",0,"",0
"naked",38,"",0,"",0
"nat",38,"",0,"",0
"oftentimes",38,"",0,"",0
"parasite",38,"parasite",13,"parasites",25
"party",38,"",0,"",0
"plater",38,"",0,"",0
"politician",38,"politician",8,"politicians",30
"precepts",38,"",0,"",0
"reader",38,"reader",31,"readers",7
"science",38,"science",15,"sciences",23
"scripture",38,"scripture",21,"scriptures",17
"site",38,"",0,"",0
"soft",38,"",0,"",0
"stories",38,"",0,"",0
"troubles",38,"",0,"",0
"acknowledge",37,"",0,"",0
"afterward",37,"afterward",7,"afterwards",30
"altogether",37,"",0,"",0
"arabian",37,"arabian",14,"arabians",23
"bread",37,"",0,"",0
"change",37,"",0,"",0
"complains",37,"",0,"",0
"condition",37,"",0,"",0
"cui",37,"",0,"",0
"described",37,"",0,"",0
"ep",37,"",0,"",0
"esteem",37,"",0,"",0
"feasts",37,"",0,"",0
"forth",37,"",0,"",0
"freely",37,"",0,"",0
"glasses",37,"",0,"",0
"grievance",37,"grievance",5,"grievances",32
"hearing",37,"",0,"",0
"heroical",37,"",0,"",0
"hours",37,"",0,"",0
"hypochondriacal",37,"",0,"",0
"ita",37,"",0,"",0
"longer",37,"",0,"",0
"melancthon",37,"",0,"",0
"member",37,"member",15,"members",22
"mile",37,"mile",6,"miles",31
"naught",37,"",0,"",0
"precedent",37,"precedent",32,"precedents",5
"prescribe",37,"",0,"",0
"produce",37,"",0,"",0
"qua",37,"",0,"",0
"qualified",37,"",0,"",0
"seat",37,"",0,"",0
"ship",37,"ship",24,"ships",13
"single",37,"",0,"",0
"sir",37,"",0,"",0
"swear",37,"",0,"",0
"torments",37,"",0,"",0
"usually",37,"",0,"",0
"witches",37,"",0,"",0
"adust",36,"",0,"",0
"alteration",36,"alteration",19,"alterations",17
"applied",36,"",0,"",0
"authors",36,"",0,"",0
"became",36,"",0,"",0
"bone",36,"bone",7,"bones",29
"carriage",36,"carriage",34,"carriages",2
"cruel",36,"",0,"",0
"distressed",36,"",0,"",0
"fame",36,"",0,"",0
"fly",36,"",0,"",0
"french",36,"",0,"",0
"honours",36,"",0,"",0
"intolerable",36,"",0,"",0
"juno",36,"",0,"",0
"main",36,"",0,"",0
"measure",36,"",0,"",0
"memory",36,"",0,"",0
"pale",36,"",0,"",0
"perceived",36,"",0,"",0
"pratensis",36,"",0,"",0
"puts",36,"",0,"",0
"quicquid",36,"",0,"",0
"service",36,"",0,"",0
"tormented",36,"",0,"",0
"una",36,"",0,"",0
"vult",36,"",0,"",0
"wear",36,"",0,"",0
"willingly",36,"",0,"",0
"worship",36,"",0,"",0
"accidents",35,"",0,"",0
"agrippa",35,"agrippa",34,"agrippas",1
"amoris",35,"",0,"",0
"arm",35,"",0,"",0
"asia",35,"",0,"",0
"beggar",35,"",0,"",0
"burn",35,"",0,"",0
"calling",35,"calling",22,"callings",13
"canst",35,"",0,"",0
"complain",35,"",0,"",0
"contend",35,"",0,"",0
"divert",35,"",0,"",0
"draw",35,"",0,"",0
"eased",35,"",0,"",0
"fields",35,"",0,"",0
"game",35,"game",21,"games",14
"generous",35,"",0,"",0
"heavens",35,"",0,"",0
"jovius",35,"",0,"",0
"letter",35,"letter",14,"letters",21
"lucretia",35,"",0,"",0
"match",35,"",0,"",0
"mouth",35,"",0,"",0
"omnibus",35,"",0,"",0
"papists",35,"",0,"",0
"paradise",35,"",0,"",0
"persuaded",35,"",0,"",0
"persuasion",35,"",0,"",0
"philter",35,"philter",7,"philters",28
"plays",35,"",0,"",0
"reckons",35,"",0,"",0
"rejected",35,"",0,"",0
"roots",35,"",0,"",0
"sat",35,"",0,"",0
"saved",35,"",0,"",0
"smell",35,"",0,"",0
"summer",35,"",0,"",0
"tantum",35,"",0,"",0
"tyrant",35,"tyrant",25,"tyrants",10
"unde",35,"",0,"",0
"wicked",35,"",0,"",0
"zeal",35,"",0,"",0
"abide",34,"abide",33,"abides",1
"animae",34,"",0,"",0
"apple",34,"apple",16,"apples",18
"barren",34,"",0,"",0
"betwixt",34,"",0,"",0
"certainly",34,"",0,"",0
"conceits",34,"",0,"",0
"covetousness",34,"",0,"",0
"cross",34,"",0,"",0
"division",34,"",0,"",0
"drive",34,"",0,"",0
"ends",34,"",0,"",0
"errors",34,"",0,"",0
"folk",34,"folk",1,"folks",33
"gregory",34,"",0,"",0
"judge",34,"",0,"",0
"months",34,"",0,"",0
"morning",34,"morning",33,"mornings",1
"motions",34,"",0,"",0
"neck",34,"",0,"",0
"nobis",34,"",0,"",0
"offended",34,"",0,"",0
"plagues",34,"",0,"",0
"pope",34,"",0,"",0
"porta",34,"",0,"",0
"possible",34,"",0,"",0
"quos",34,"",0,"",0
"riches",34,"",0,"",0
"send",34,"",0,"",0
"spaniard",34,"spaniard",16,"spaniards",18
"spoken",34,"",0,"",0
"touch",34,"",0,"",0
"wierus",34,"",0,"",0
"wild",34,"",0,"",0
"window",34,"window",10,"windows",24
"alike",33,"",0,"",0
"arise",33,"arise",32,"arises",1
"beautiful",33,"",0,"",0
"borage",33,"",0,"",0
"break",33,"",0,"",0
"circumstance",33,"circumstance",7,"circumstances",26
"comment",33,"",0,"",0
"contemned",33,"",0,"",0
"falling",33,"falling",32,"fallings",1
"family",33,"",0,"",0
"fat",33,"",0,"",0
"forma",33,"",0,"",0
"forsaken",33,"",0,"",0
"genus",33,"",0,"",0
"goddess",33,"",0,"",0
"going",33,"",0,"",0
"happily",33,"",0,"",0
"hierom",33,"",0,"",0
"illiterate",33,"",0,"",0
"images",33,"",0,"",0
"instead",33,"",0,"",0
"jewels",33,"",0,"",0
"led",33,"",0,"",0
"midst",33,"",0,"",0
"naturae",33,"",0,"",0
"note",33,"",0,"",0
"omit",33,"omit",32,"omits",1
"palace",33,"palace",16,"palaces",17
"pernicious",33,"",0,"",0
"prayer",33,"prayer",12,"prayers",21
"receipt",33,"receipt",7,"receipts",26
"rise",33,"",0,"",0
"seems",33,"",0,"",0
"severe",33,"",0,"",0
"spent",33,"",0,"",0
"sweat",33,"",0,"",0
"taste",33,"",0,"",0
"venice",33,"",0,"",0
"visions",33,"",0,"",0
"wanton",33,"",0,"",0
"wench",33,"",0,"",0
"winds",33,"",0,"",0
"wood",33,"",0,"",0
"worldly",33,"",0,"",0
"abhor",32,"",0,"",0
"action",32,"",0,"",0
"adversity",32,"",0,"",0
"apparel",32,"",0,"",0
"arnoldus",32,"",0,"",0
"authority",32,"",0,"",0
"behalf",32,"",0,"",0
"bodine",32,"",0,"",0
"bonum",32,"",0,"",0
"bowels",32,"",0,"",0
"brains",32,"",0,"",0
"brief",32,"",0,"",0
"building",32,"building",17,"buildings",15
"captain",32,"captain",22,"captains",10
"censure",32,"",0,"",0
"charity",32,"",0,"",0
"corpore",32,"",0,"",0
"crown",32,"",0,"",0
"cry",32,"",0,"",0
"cup",32,"",0,"",0
"cur",32,"",0,"",0
"defect",32,"",0,"",0
"desired",32,"",0,"",0
"deum",32,"",0,"",0
"distemperature",32,"distemperature",29,"distemperatures",3
"excess",32,"",0,"",0
"excrements",32,"",0,"",0
"fantastical",32,"",0,"",0
"fol",32,"",0,"",0
"foot",32,"",0,"",0
"gordonius",32,"",0,"",0
"gout",32,"gout",27,"gouts",5
"harsh",32,"",0,"",0
"heaviness",32,"",0,"",0
"inquit",32,"",0,"",0
"intent",32,"",0,"",0
"learn",32,"",0,"",0
"mixture",32,"mixture",20,"mixtures",12
"moist",32,"",0,"",0
"neighbour",32,"",0,"",0
"odious",32,"",0,"",0
"opportunity",32,"",0,"",0
"petronius",32,"",0,"",0
"piso",32,"",0,"",0
"pulse",32,"pulse",28,"pulses",4
"pure",32,"",0,"",0
"reports",32,"",0,"",0
"self",32,"",0,"",0
"slaves",32,"",0,"",0
"sons",32,"",0,"",0
"spanish",32,"",0,"",0
"supper",32,"supper",31,"suppers",1
"sweetheart",32,"sweetheart",26,"sweethearts",6
"tamen",32,"",0,"",0
"violet",32,"violet",6,"violets",26
"virgin",32,"",0,"",0
"vix",32,"",0,"",0
"willing",32,"",0,"",0
"xenophon",32,"",0,"",0
"agree",31,"",0,"",0
"anything",31,"",0,"",0
"appears",31,"",0,"",0
"apuleius",31,"",0,"",0
"behind",31,"",0,"",0
"bishop",31,"",0,"",0
"bound",31,"",0,"",0
"build",31,"",0,"",0
"buried",31,"",0,"",0
"consent",31,"",0,"",0
"contends",31,"",0,"",0
"contra",31,"",0,"",0
"cura",31,"",0,"",0
"distinct",31,"",0,"",0
"ea",31,"",0,"",0
"education",31,"",0,"",0
"eight",31,"",0,"",0
"emulation",31,"emulation",26,"emulations",5
"eternal",31,"",0,"",0
"facile",31,"",0,"",0
"henry",31,"",0,"",0
"homo",31,"",0,"",0
"infirmity",31,"",0,"",0
"island",31,"",0,"",0
"jest",31,"",0,"",0
"juice",31,"",0,"",0
"lean",31,"",0,"",0
"making",31,"",0,"",0
"met",31,"",0,"",0
"milk",31,"",0,"",0
"mille",31,"",0,"",0
"mutual",31,"",0,"",0
"noise",31,"noise",21,"noises",10
"ovid",31,"",0,"",0
"poison",31,"",0,"",0
"promises",31,"",0,"",0
"prosper",31,"",0,"",0
"quantity",31,"",0,"",0
"removed",31,"",0,"",0
"repent",31,"",0,"",0
"repentance",31,"",0,"",0
"rude",31,"",0,"",0
"salt",31,"",0,"",0
"savanarola",31,"",0,"",0
"sheep",31,"",0,"",0
"sign",31,"",0,"",0
"subjects",31,"",0,"",0
"success",31,"",0,"",0
"suspect",31,"",0,"",0
"tells",31,"",0,"",0
"temperate",31,"",0,"",0
"thieves",31,"",0,"",0
"tum",31,"",0,"",0
"twas",31,"",0,"",0
"advice",30,"",0,"",0
"aeneas",30,"",0,"",0
"animum",30,"",0,"",0
"ante",30,"",0,"",0
"battle",30,"",0,"",0
"beget",30,"beget",11,"begets",19
"bid",30,"",0,"",0
"castle",30,"castle",10,"castles",20
"cattle",30,"",0,"",0
"coelum",30,"",0,"",0
"consumed",30,"",0,"",0
"cost",30,"",0,"",0
"countenance",30,"",0,"",0
"credit",30,"",0,"",0
"damned",30,"",0,"",0
"deep",30,"",0,"",0
"defines",30,"",0,"",0
"discontented",30,"",0,"",0
"disposed",30,"",0,"",0
"disposition",30,"",0,"",0
"doing",30,"doing",24,"doings",6
"east",30,"",0,"",0
"egyptian",30,"egyptian",15,"egyptians",15
"elsewhere",30,"",0,"",0
"england",30,"",0,"",0
"english",30,"",0,"",0
"especial",30,"",0,"",0
"esteemed",30,"",0,"",0
"fathers",30,"",0,"",0
"fought",30,"",0,"",0
"fruits",30,"",0,"",0
"gentlemen",30,"",0,"",0
"graces",30,"",0,"",0
"helped",30,"",0,"",0
"heretics",30,"",0,"",0
"heurnius",30,"",0,"",0
"highly",30,"",0,"",0
"hunger",30,"",0,"",0
"inferior",30,"",0,"",0
"length",30,"",0,"",0
"list",30,"",0,"",0
"mercatus",30,"",0,"",0
"modern",30,"",0,"",0
"nunquam",30,"",0,"",0
"obedience",30,"obedience",29,"obediences",1
"oracle",30,"oracle",9,"oracles",21
"paris",30,"",0,"",0
"paulus",30,"",0,"",0
"peevish",30,"",0,"",0
"perhaps",30,"",0,"",0
"plerumque",30,"",0,"",0
"possessed",30,"",0,"",0
"prison",30,"",0,"",0
"puellae",30,"",0,"",0
"rational",30,"",0,"",0
"re",30,"",0,"",0
"recreations",30,"",0,"",0
"rock",30,"rock",17,"rocks",13
"sacrifice",30,"",0,"",0
"scoff",30,"",0,"",0
"sensible",30,"sensible",29,"sensibles",1
"teach",30,"",0,"",0
"tot",30,"",0,"",0
"toward",30,"toward",3,"towards",27
"trust",30,"",0,"",0
"unfit",30,"",0,"",0
"vos",30,"",0,"",0
"vows",30,"",0,"",0
"wound",30,"",0,"",0
"admires",29,"",0,"",0
"afford",29,"",0,"",0
"animal",29,"",0,"",0
"arguments",29,"",0,"",0
"baptista",29,"",0,"",0
"conclusion",29,"conclusion",25,"conclusions",4
"deos",29,"",0,"",0
"drunk",29,"",0,"",0
"ear",29,"",0,"",0
"easy",29,"",0,"",0
"eccles",29,"",0,"",0
"event",29,"event",17,"events",12
"exquisite",29,"",0,"",0
"fere",29,"",0,"",0
"fiction",29,"fiction",10,"fictions",19
"fishes",29,"",0,"",0
"fixed",29,"",0,"",0
"forty",29,"",0,"",0
"gain",29,"",0,"",0
"green",29,"",0,"",0
"honourable",29,"",0,"",0
"hunting",29,"",0,"",0
"ignorant",29,"",0,"",0
"impatient",29,"",0,"",0
"iron",29,"",0,"",0
"looked",29,"",0,"",0
"magician",29,"magician",10,"magicians",19
"malum",29,"",0,"",0
"mayst",29,"",0,"",0
"mel",29,"",0,"",0
"merchant",29,"merchant",19,"merchants",10
"minus",29,"",0,"",0
"mr",29,"mr",23,"mrs",6
"mulier",29,"",0,"",0
"neglected",29,"",0,"",0
"nurse",29,"",0,"",0
"observations",29,"",0,"",0
"oculis",29,"",0,"",0
"persian",29,"persian",17,"persians",12
"prescribed",29,"",0,"",0
"quaest",29,"",0,"",0
"renowned",29,"",0,"",0
"return",29,"",0,"",0
"runs",29,"",0,"",0
"strength",29,"",0,"",0
"strike",29,"strike",20,"strikes",9
"t",29,"",0,"",0
"tricks",29,"",0,"",0
"undone",29,"",0,"",0
"vero",29,"",0,"",0
"vis",29,"",0,"",0
"vitam",29,"",0,"",0
"wants",29,"",0,"",0
"weakness",29,"",0,"",0
"witty",29,"",0,"",0
"absence",28,"",0,"",0
"abundance",28,"",0,"",0
"accounts",28,"",0,"",0
"adored",28,"",0,"",0
"aetius",28,"",0,"",0
"altered",28,"",0,"",0
"army",28,"",0,"",0
"arts",28,"",0,"",0
"blessed",28,"",0,"",0
"busy",28,"",0,"",0
"charms",28,"",0,"",0
"civil",28,"",0,"",0
"conceive",28,"",0,"",0
"concur",28,"",0,"",0
"confirms",28,"",0,"",0
"corporis",28,"",0,"",0
"crucify",28,"",0,"",0
"description",28,"",0,"",0
"digression",28,"digression",25,"digressions",3
"discern",28,"",0,"",0
"eminent",28,"",0,"",0
"equal",28,"",0,"",0
"eusebius",28,"",0,"",0
"expressed",28,"",0,"",0
"faces",28,"",0,"",0
"faculties",28,"",0,"",0
"fare",28,"fare",27,"fares",1
"flourishing",28,"",0,"",0
"fuchsius",28,"",0,"",0
"gardens",28,"",0,"",0
"history",28,"",0,"",0
"hunc",28,"",0,"",0
"inclined",28,"",0,"",0
"increase",28,"",0,"",0
"kisses",28,"",0,"",0
"lactantius",28,"",0,"",0
"ladies",28,"",0,"",0
"laid",28,"",0,"",0
"lament",28,"",0,"",0
"lion",28,"",0,"",0
"madmen",28,"",0,"",0
"magistrate",28,"magistrate",8,"magistrates",20
"meal",28,"meal",14,"meals",14
"mens",28,"",0,"",0
"miracle",28,"miracle",5,"miracles",23
"nero",28,"",0,"",0
"nevisanus",28,"",0,"",0
"northern",28,"",0,"",0
"occult",28,"",0,"",0
"omnis",28,"",0,"",0
"orbis",28,"",0,"",0
"plants",28,"",0,"",0
"policy",28,"",0,"",0
"prosperity",28,"",0,"",0
"proved",28,"",0,"",0
"psalm",28,"",0,"",0
"reward",28,"",0,"",0
"ring",28,"",0,"",0
"room",28,"room",23,"rooms",5
"roses",28,"",0,"",0
"seas",28,"",0,"",0
"sentence",28,"sentence",17,"sentences",11
"sister",28,"",0,"",0
"skill",28,"",0,"",0
"snow",28,"",0,"",0
"space",28,"",0,"",0
"spiritus",28,"",0,"",0
"suum",28,"",0,"",0
"titles",28,"",0,"",0
"tomb",28,"tomb",14,"tombs",14
"valour",28,"",0,"",0
"vast",28,"",0,"",0
"vives",28,"",0,"",0
"void",28,"",0,"",0
"whereas",28,"",0,"",0
"wonder",28,"",0,"",0
"wouldst",28,"",0,"",0
"wounded",28,"",0,"",0
"adore",27,"",0,"",0
"among",27,"",0,"",0
"animo",27,"",0,"",0
"anno",27,"",0,"",0
"augustus",27,"",0,"",0
"burton",27,"",0,"",0
"compass",27,"",0,"",0
"complexion",27,"",0,"",0
"consultation",27,"consultation",15,"consultations",12
"decayed",27,"",0,"",0
"dislike",27,"",0,"",0
"distempered",27,"",0,"",0
"endeavour",27,"endeavour",12,"endeavours",15
"eorum",27,"",0,"",0
"goodly",27,"",0,"",0
"governor",27,"governor",14,"governors",13
"grieve",27,"",0,"",0
"has",27,"",0,"",0
"heathen",27,"heathen",21,"heathens",6
"heed",27,"",0,"",0
"id",27,"",0,"",0
"incredible",27,"",0,"",0
"indie",27,"indie",1,"indies",26
"innate",27,"",0,"",0
"intended",27,"",0,"",0
"julius",27,"",0,"",0
"laughter",27,"",0,"",0
"loving",27,"",0,"",0
"maladies",27,"",0,"",0
"masters",27,"",0,"",0
"mistake",27,"",0,"",0
"muse",27,"muse",3,"muses",24
"neat",27,"",0,"",0
"patrons",27,"",0,"",0
"pet",27,"",0,"",0
"philostratus",27,"",0,"",0
"preferment",27,"preferment",21,"preferments",6
"prepared",27,"",0,"",0
"prophets",27,"",0,"",0
"questions",27,"",0,"",0
"received",27,"",0,"",0
"records",27,"",0,"",0
"required",27,"",0,"",0
"respects",27,"",0,"",0
"silent",27,"",0,"",0
"sore",27,"",0,"",0
"suddenly",27,"",0,"",0
"suit",27,"",0,"",0
"tacitus",27,"",0,"",0
"terra",27,"",0,"",0
"tune",27,"tune",6,"tunes",21
"ugly",27,"",0,"",0
"vice",27,"",0,"",0
"vindicate",27,"",0,"",0
"war",27,"",0,"",0
"act",26,"",0,"",0
"alcibiades",26,"",0,"",0
"ambitious",26,"",0,"",0
"apart",26,"",0,"",0
"bears",26,"",0,"",0
"bernard",26,"",0,"",0
"brute",26,"brute",18,"brutes",8
"bugloss",26,"",0,"",0
"charge",26,"",0,"",0
"colours",26,"",0,"",0
